user_id,num_ascolti_totali,settimane_totali,artisti_univoci,generi_univoci,indie rock,rock,pop,metal,electronic,hip pop,indie,r&b,punk,folk,altro
matthewiscool,102,1,41.0,21.0,0.02,0.24,0.07,0.0,0.03,0.0,0.11,0.0,0.06,0.03,0.45
matthewkemp,131,4,64.0,24.0,0.11,0.31,0.11,0.0,0.02,0.0,0.03,0.0,0.02,0.15,0.27
matthewmincher,137,2,56.0,17.0,0.04,0.13,0.09,0.57,0.0,0.0,0.0,0.0,0.0,0.04,0.13
matthewmjmb,162,8,30.0,12.0,0.02,0.58,0.0,0.0,0.05,0.0,0.01,0.0,0.02,0.2,0.12
matthewmonk,181,3,48.0,20.0,0.11,0.41,0.09,0.0,0.06,0.0,0.01,0.01,0.01,0.01,0.29
matthewnichols,151,1,65.0,21.0,0.03,0.18,0.25,0.0,0.03,0.0,0.0,0.01,0.17,0.01,0.32
matthewpower,88,2,20.0,19.0,0.07,0.16,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.73
matthewsolle,170,3,88.0,38.0,0.01,0.12,0.2,0.05,0.15,0.0,0.01,0.02,0.01,0.04,0.4
matthewyorke,110,1,16.0,9.0,0.0,0.34,0.01,0.02,0.12,0.0,0.21,0.0,0.0,0.0,0.31
matthorne,120,1,30.0,18.0,0.0,0.45,0.01,0.1,0.01,0.0,0.01,0.0,0.3,0.0,0.12
mattie600,78,4,41.0,19.0,0.0,0.09,0.4,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.45
mattimus9,173,3,122.0,37.0,0.01,0.05,0.06,0.0,0.2,0.0,0.0,0.01,0.0,0.02,0.64
mattio_d,172,4,75.0,22.0,0.01,0.08,0.44,0.03,0.15,0.0,0.0,0.0,0.01,0.0,0.28
mattischrome,145,5,44.0,24.0,0.01,0.12,0.06,0.0,0.14,0.0,0.01,0.0,0.0,0.06,0.61
mattlucht,144,4,65.0,28.0,0.06,0.18,0.03,0.0,0.15,0.0,0.0,0.0,0.13,0.01,0.44
mattmcgrillen,124,18,95.0,30.0,0.01,0.05,0.32,0.0,0.13,0.0,0.06,0.06,0.01,0.01,0.36
mattme24,152,2,22.0,12.0,0.09,0.43,0.15,0.01,0.01,0.0,0.0,0.0,0.12,0.0,0.19
mattmiller86,188,4,152.0,34.0,0.02,0.18,0.18,0.0,0.01,0.0,0.02,0.06,0.01,0.01,0.51
mattmosley120,181,8,74.0,16.0,0.0,0.24,0.04,0.0,0.01,0.0,0.0,0.02,0.01,0.06,0.63
mattmp3,65,2,27.0,14.0,0.03,0.0,0.12,0.0,0.18,0.0,0.0,0.05,0.02,0.02,0.58
mattpooleKJ,118,2,29.0,14.0,0.0,0.25,0.11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.6
mattr,146,4,43.0,24.0,0.01,0.12,0.01,0.0,0.21,0.0,0.01,0.0,0.0,0.14,0.51
mattribute,148,1,16.0,12.0,0.07,0.28,0.15,0.0,0.0,0.0,0.0,0.01,0.0,0.19,0.3
mattrobinson,139,2,52.0,11.0,0.0,0.27,0.57,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.12
mattrobotn1k,139,13,46.0,22.0,0.01,0.19,0.09,0.0,0.03,0.0,0.03,0.1,0.04,0.16,0.35
mattroper,182,3,94.0,18.0,0.0,0.46,0.13,0.04,0.0,0.0,0.0,0.01,0.01,0.01,0.36
mattshutup,132,3,18.0,13.0,0.34,0.31,0.08,0.05,0.11,0.0,0.0,0.0,0.02,0.0,0.09
mattsmart,171,3,139.0,34.0,0.06,0.23,0.21,0.02,0.04,0.0,0.03,0.0,0.01,0.15,0.23
mattson,103,3,47.0,30.0,0.02,0.2,0.05,0.01,0.11,0.0,0.02,0.01,0.01,0.01,0.56
mattthr,150,3,50.0,11.0,0.0,0.05,0.07,0.0,0.14,0.0,0.0,0.01,0.07,0.53,0.14
matttijou,135,3,73.0,32.0,0.1,0.14,0.09,0.01,0.15,0.0,0.0,0.01,0.03,0.05,0.42
matttrolliSOAD,111,2,30.0,18.0,0.0,0.08,0.06,0.22,0.0,0.0,0.0,0.01,0.05,0.07,0.51
mattttttt,166,6,22.0,12.0,0.0,0.45,0.01,0.03,0.0,0.0,0.01,0.0,0.47,0.01,0.04
mattwalker1987,73,1,35.0,19.0,0.0,0.11,0.48,0.0,0.03,0.0,0.0,0.14,0.01,0.0,0.23
mattwm,122,3,84.0,25.0,0.01,0.13,0.29,0.01,0.01,0.0,0.02,0.03,0.01,0.02,0.47
matty1828,86,1,56.0,26.0,0.0,0.05,0.33,0.0,0.07,0.0,0.01,0.0,0.01,0.0,0.53
matty2m,168,11,74.0,19.0,0.0,0.35,0.12,0.0,0.02,0.0,0.01,0.01,0.02,0.23,0.26
matty3456,144,2,38.0,15.0,0.0,0.08,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.01,0.59
mattybayor,71,4,13.0,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7
mattyholland,108,4,10.0,6.0,0.0,0.39,0.39,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0
mattynev,174,11,96.0,23.0,0.0,0.02,0.36,0.0,0.04,0.0,0.0,0.1,0.0,0.0,0.48
mattyp260,160,10,118.0,40.0,0.01,0.13,0.11,0.01,0.06,0.0,0.01,0.13,0.03,0.02,0.5
mattyshead,153,6,33.0,17.0,0.0,0.07,0.01,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.59
mattysouthall,114,3,66.0,25.0,0.01,0.33,0.22,0.0,0.04,0.0,0.02,0.05,0.0,0.06,0.26
mattywuh,138,10,29.0,15.0,0.0,0.03,0.01,0.0,0.3,0.0,0.0,0.01,0.0,0.02,0.63
matyus,165,4,89.0,28.0,0.02,0.1,0.42,0.01,0.25,0.0,0.02,0.01,0.02,0.0,0.16
matzoball,162,3,67.0,24.0,0.01,0.12,0.05,0.01,0.02,0.0,0.01,0.01,0.01,0.0,0.77
mauiwowie,144,2,98.0,36.0,0.03,0.1,0.18,0.04,0.03,0.0,0.01,0.03,0.0,0.0,0.56
mauldor,138,1,58.0,27.0,0.0,0.08,0.14,0.01,0.0,0.0,0.12,0.02,0.01,0.01,0.62
maury8910,102,5,34.0,14.0,0.02,0.25,0.12,0.01,0.22,0.0,0.0,0.26,0.0,0.0,0.12
mavit,149,6,15.0,9.0,0.15,0.42,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
max1018,108,8,15.0,5.0,0.0,0.82,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.16
max619whitby,74,7,34.0,15.0,0.0,0.3,0.11,0.07,0.04,0.0,0.0,0.0,0.01,0.0,0.47
max96920,97,5,18.0,8.0,0.0,0.03,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.92
maxVeins,171,5,33.0,19.0,0.02,0.42,0.12,0.01,0.06,0.0,0.0,0.0,0.0,0.01,0.37
max__________,168,6,71.0,26.0,0.0,0.12,0.01,0.0,0.04,0.0,0.02,0.01,0.01,0.0,0.79
max_meat,159,14,29.0,17.0,0.03,0.24,0.15,0.02,0.01,0.0,0.0,0.0,0.06,0.0,0.5
max_naylor,171,3,88.0,29.0,0.02,0.01,0.23,0.01,0.11,0.0,0.19,0.04,0.0,0.06,0.33
max_pitt,183,11,28.0,16.0,0.05,0.26,0.09,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.44
max_sang,172,4,24.0,11.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.06,0.27
max_soliloguy,187,2,139.0,45.0,0.0,0.5,0.11,0.07,0.02,0.0,0.01,0.01,0.05,0.01,0.22
maxacropolis,176,6,78.0,32.0,0.01,0.08,0.07,0.0,0.06,0.0,0.01,0.0,0.1,0.01,0.68
maxdmc,147,2,71.0,27.0,0.0,0.06,0.17,0.0,0.35,0.0,0.01,0.05,0.0,0.0,0.36
maxeh,184,10,105.0,30.0,0.15,0.33,0.19,0.0,0.02,0.0,0.07,0.0,0.0,0.08,0.16
maxfloripa,102,5,18.0,15.0,0.0,0.21,0.33,0.0,0.06,0.0,0.0,0.01,0.0,0.1,0.29
maxharlow,119,3,15.0,10.0,0.08,0.26,0.07,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.41
maxi,73,4,32.0,19.0,0.0,0.15,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.77
maximaxwell,70,2,44.0,22.0,0.04,0.11,0.1,0.03,0.0,0.0,0.0,0.0,0.07,0.06,0.59
maximmortal,155,3,34.0,11.0,0.0,0.25,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.68
maximumbling,168,2,23.0,14.0,0.06,0.08,0.0,0.0,0.22,0.0,0.0,0.0,0.01,0.0,0.63
maxriley,138,5,94.0,36.0,0.01,0.04,0.1,0.01,0.09,0.0,0.04,0.11,0.0,0.03,0.56
maxwell_fan,123,5,30.0,14.0,0.0,0.32,0.2,0.0,0.01,0.0,0.02,0.11,0.0,0.01,0.34
maxwellq,60,1,32.0,19.0,0.0,0.12,0.0,0.13,0.32,0.0,0.03,0.0,0.02,0.0,0.38
maxywaxy,63,2,10.0,8.0,0.0,0.25,0.22,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.51
maybeshescrazy,173,11,94.0,26.0,0.01,0.16,0.23,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.56
mayhem_pl,98,4,11.0,7.0,0.0,0.06,0.0,0.93,0.0,0.0,0.0,0.0,0.01,0.0,0.0
mayhew7,88,4,18.0,7.0,0.0,0.88,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09
maynevibe,187,3,98.0,28.0,0.05,0.55,0.07,0.01,0.01,0.0,0.01,0.01,0.0,0.05,0.24
maysiefers,66,2,41.0,14.0,0.0,0.32,0.35,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.3
maz35,146,3,83.0,31.0,0.11,0.38,0.09,0.17,0.01,0.0,0.02,0.0,0.01,0.01,0.19
mazamosa,135,11,25.0,13.0,0.0,0.01,0.0,0.06,0.01,0.0,0.04,0.0,0.0,0.0,0.87
mazaroony10,122,8,28.0,14.0,0.2,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.02,0.0,0.34
maznu,56,1,2.0,2.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.82
mazz187,152,1,108.0,32.0,0.07,0.16,0.02,0.07,0.03,0.0,0.02,0.01,0.07,0.01,0.55
mazzzzaFF,97,3,14.0,7.0,0.0,0.0,0.33,0.1,0.13,0.0,0.0,0.0,0.11,0.0,0.32
mbartlett-uk,148,9,82.0,25.0,0.0,0.06,0.05,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.68
mbatey,149,17,64.0,29.0,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.43
mbisto,139,1,10.0,7.0,0.0,0.42,0.17,0.0,0.06,0.0,0.04,0.0,0.0,0.0,0.32
mbonitati,102,10,70.0,36.0,0.04,0.04,0.22,0.01,0.04,0.0,0.01,0.19,0.01,0.01,0.44
mbrickstock,100,3,71.0,34.0,0.0,0.01,0.04,0.01,0.22,0.0,0.01,0.0,0.0,0.0,0.71
mbullock,163,12,91.0,30.0,0.0,0.1,0.13,0.02,0.06,0.0,0.0,0.01,0.01,0.0,0.68
mc_tomster_uk,141,3,29.0,17.0,0.0,0.34,0.18,0.0,0.01,0.0,0.0,0.05,0.0,0.07,0.35
mcbirdo,176,1,102.0,33.0,0.0,0.14,0.39,0.0,0.02,0.0,0.0,0.02,0.01,0.01,0.43
mccallumd2000,64,2,42.0,18.0,0.03,0.09,0.33,0.0,0.11,0.0,0.0,0.03,0.02,0.02,0.38
mccann85,59,11,31.0,14.0,0.0,0.1,0.59,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.29
mccannalex,115,1,5.0,5.0,0.0,0.61,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
mccormaj,138,3,39.0,20.0,0.01,0.36,0.01,0.0,0.05,0.0,0.04,0.0,0.07,0.04,0.41
mccriddsta,150,3,34.0,17.0,0.01,0.0,0.48,0.02,0.11,0.0,0.0,0.1,0.0,0.0,0.29
mcd0well,169,3,119.0,44.0,0.09,0.12,0.06,0.0,0.04,0.0,0.02,0.0,0.04,0.05,0.59
mcdent,140,7,116.0,36.0,0.01,0.26,0.25,0.0,0.02,0.0,0.0,0.04,0.02,0.01,0.38
mcdillon,77,2,61.0,29.0,0.05,0.14,0.06,0.05,0.04,0.0,0.03,0.0,0.03,0.26,0.34
mcdonan,160,2,35.0,26.0,0.01,0.3,0.08,0.03,0.07,0.0,0.03,0.0,0.06,0.0,0.42
mcdoodledoo,130,2,15.0,10.0,0.0,0.18,0.0,0.0,0.1,0.0,0.0,0.0,0.07,0.0,0.65
mcdoof,143,3,29.0,11.0,0.01,0.52,0.18,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.24
mcfly_1991,156,8,98.0,22.0,0.0,0.08,0.49,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.31
mcgov2k5,163,8,92.0,36.0,0.0,0.16,0.01,0.52,0.08,0.0,0.0,0.0,0.07,0.0,0.17
mchakraverty,157,2,96.0,33.0,0.02,0.04,0.53,0.0,0.04,0.0,0.02,0.02,0.0,0.01,0.32
mchugoagogo,137,7,51.0,9.0,0.14,0.47,0.01,0.0,0.0,0.0,0.01,0.0,0.29,0.0,0.07
mcjazzaburger,172,7,57.0,25.0,0.12,0.36,0.04,0.05,0.02,0.0,0.0,0.0,0.14,0.04,0.23
mckinlaym,126,6,104.0,25.0,0.0,0.03,0.0,0.01,0.1,0.0,0.0,0.0,0.02,0.01,0.84
mcld,81,5,48.0,31.0,0.0,0.07,0.04,0.01,0.05,0.0,0.0,0.0,0.0,0.05,0.78
mcleworth1,58,5,9.0,7.0,0.14,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.29
mcmalayalam,171,2,149.0,35.0,0.0,0.02,0.05,0.0,0.08,0.0,0.03,0.04,0.0,0.1,0.68
mcmegacake,176,4,27.0,13.0,0.0,0.15,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.2,0.61
mcnappyboy,154,2,57.0,26.0,0.01,0.44,0.19,0.04,0.04,0.0,0.0,0.0,0.03,0.0,0.27
mcnelson2004,167,5,14.0,9.0,0.05,0.17,0.43,0.0,0.08,0.0,0.02,0.0,0.0,0.05,0.19
mcnip,76,6,73.0,40.0,0.0,0.05,0.03,0.01,0.03,0.0,0.0,0.04,0.0,0.0,0.84
mcoms,157,6,136.0,40.0,0.03,0.15,0.11,0.0,0.03,0.0,0.04,0.01,0.01,0.16,0.46
mconnor_uk,54,3,35.0,15.0,0.0,0.04,0.59,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.35
mcquirkafleeg,134,2,62.0,25.0,0.0,0.02,0.48,0.02,0.16,0.0,0.01,0.0,0.01,0.01,0.28
mcrmilkbottle,161,4,48.0,21.0,0.08,0.36,0.2,0.01,0.01,0.0,0.0,0.02,0.03,0.0,0.29
mcsh2020,107,3,24.0,7.0,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.24,0.49,0.08
mcttanglewood,178,3,133.0,37.0,0.1,0.24,0.07,0.01,0.18,0.0,0.01,0.01,0.03,0.01,0.34
mdd1985,113,6,87.0,39.0,0.03,0.12,0.3,0.01,0.04,0.0,0.01,0.04,0.0,0.04,0.41
mdginge,97,2,42.0,22.0,0.0,0.01,0.48,0.01,0.01,0.0,0.0,0.05,0.01,0.02,0.4
mdgreaney,163,6,17.0,8.0,0.06,0.58,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.2,0.02
mdickinson35,158,1,16.0,10.0,0.0,0.28,0.18,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.37
mdixson,152,6,131.0,23.0,0.0,0.4,0.34,0.01,0.01,0.0,0.01,0.04,0.05,0.0,0.13
mdjones1987,129,1,67.0,27.0,0.0,0.17,0.0,0.51,0.02,0.0,0.0,0.0,0.02,0.0,0.28
mdl65,181,7,78.0,22.0,0.0,0.4,0.34,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.23
mdonnell_1969,187,4,147.0,40.0,0.02,0.14,0.32,0.0,0.02,0.0,0.01,0.02,0.04,0.04,0.39
mdrage,119,2,22.0,12.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.84
mdridley,114,4,13.0,6.0,0.18,0.65,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06
mdsplitvw,93,4,64.0,26.0,0.11,0.16,0.14,0.01,0.04,0.0,0.11,0.0,0.06,0.02,0.34
mduchezeau,137,3,85.0,30.0,0.13,0.28,0.04,0.0,0.01,0.0,0.12,0.0,0.03,0.03,0.36
me_666,156,11,37.0,15.0,0.0,0.19,0.08,0.22,0.0,0.0,0.0,0.0,0.05,0.01,0.46
meamod,140,7,121.0,35.0,0.0,0.19,0.22,0.0,0.04,0.0,0.01,0.02,0.01,0.04,0.47
meandthemoon,135,4,89.0,24.0,0.12,0.21,0.21,0.0,0.01,0.0,0.02,0.01,0.04,0.11,0.27
meanmrmustard86,187,5,20.0,9.0,0.0,0.48,0.24,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.19
meanoldman,79,3,28.0,12.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.72
mearso,109,11,22.0,15.0,0.0,0.0,0.09,0.0,0.17,0.0,0.0,0.0,0.18,0.0,0.55
meatball46,138,11,122.0,31.0,0.0,0.09,0.19,0.01,0.04,0.0,0.0,0.04,0.01,0.0,0.64
mebe_e,126,3,107.0,37.0,0.06,0.37,0.16,0.0,0.02,0.0,0.02,0.0,0.05,0.02,0.31
mediaczar,170,9,116.0,35.0,0.0,0.36,0.05,0.07,0.01,0.0,0.0,0.0,0.05,0.01,0.45
mediamaffia,193,1,27.0,11.0,0.0,0.04,0.71,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.22
mediascot,154,7,53.0,21.0,0.0,0.02,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.91
mediocreMayme,106,5,53.0,12.0,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.09,0.56
mediumrare,174,4,81.0,39.0,0.1,0.25,0.06,0.11,0.04,0.0,0.0,0.01,0.1,0.01,0.3
meemo,150,4,71.0,22.0,0.0,0.12,0.27,0.01,0.11,0.0,0.0,0.01,0.02,0.0,0.46
meeshii,153,3,27.0,16.0,0.01,0.25,0.32,0.03,0.0,0.0,0.01,0.0,0.2,0.0,0.18
meeshkah,144,2,28.0,12.0,0.0,0.06,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.06,0.56
meet_mark_ford,181,6,128.0,33.0,0.06,0.31,0.31,0.0,0.01,0.0,0.01,0.04,0.03,0.02,0.22
mefretete,95,2,33.0,11.0,0.0,0.53,0.05,0.37,0.0,0.0,0.0,0.0,0.02,0.0,0.03
meg_pie,173,6,67.0,19.0,0.1,0.51,0.08,0.0,0.01,0.0,0.04,0.0,0.07,0.01,0.19
mega_wicked,53,2,41.0,19.0,0.0,0.0,0.3,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.6
megabyte_,165,2,149.0,38.0,0.02,0.15,0.1,0.0,0.01,0.0,0.1,0.01,0.08,0.28,0.24
megamaced,90,3,6.0,5.0,0.0,0.1,0.39,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.28
meganbyte,143,4,98.0,26.0,0.03,0.17,0.41,0.0,0.03,0.0,0.01,0.04,0.03,0.03,0.24
megancjohn,70,1,34.0,13.0,0.0,0.4,0.26,0.06,0.03,0.0,0.01,0.0,0.0,0.0,0.24
meganinjamonkey,144,6,107.0,31.0,0.0,0.03,0.24,0.0,0.12,0.0,0.01,0.01,0.01,0.0,0.58
meganormal,140,4,96.0,28.0,0.02,0.03,0.15,0.0,0.04,0.0,0.01,0.11,0.01,0.01,0.61
meganprice1996,133,6,80.0,33.0,0.06,0.32,0.11,0.01,0.03,0.0,0.03,0.03,0.01,0.04,0.37
megaphat,179,1,68.0,28.0,0.01,0.21,0.04,0.01,0.0,0.0,0.09,0.0,0.0,0.01,0.62
megatron_bison,152,15,51.0,21.0,0.02,0.46,0.05,0.12,0.01,0.0,0.0,0.0,0.05,0.0,0.28
mehcore,94,2,37.0,19.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.87
mehulh84,72,3,28.0,16.0,0.0,0.04,0.19,0.0,0.4,0.0,0.0,0.14,0.0,0.0,0.22
meimeiwan,55,3,11.0,8.0,0.11,0.24,0.16,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.42
mekare_enra,143,2,101.0,35.0,0.11,0.16,0.06,0.0,0.03,0.0,0.06,0.0,0.02,0.09,0.46
mel_akemi,156,2,54.0,17.0,0.01,0.26,0.42,0.02,0.03,0.0,0.0,0.09,0.01,0.0,0.17
melat0nin,83,5,16.0,11.0,0.0,0.41,0.0,0.01,0.48,0.0,0.0,0.0,0.0,0.0,0.1
melbirch,113,8,5.0,2.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
meldinho,135,2,44.0,19.0,0.01,0.69,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.22
meldonte,168,2,123.0,39.0,0.01,0.3,0.08,0.05,0.02,0.0,0.0,0.0,0.14,0.02,0.37
melian_i,150,3,57.0,17.0,0.0,0.03,0.4,0.01,0.02,0.0,0.01,0.01,0.0,0.27,0.25
melimoi,192,2,93.0,29.0,0.03,0.33,0.25,0.0,0.03,0.0,0.01,0.0,0.01,0.07,0.27
melissapoynter,180,2,33.0,10.0,0.0,0.35,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.33
mellomeh,73,3,22.0,17.0,0.01,0.05,0.01,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.71
mellowbrickroad,142,8,66.0,32.0,0.02,0.37,0.12,0.01,0.05,0.0,0.04,0.04,0.01,0.08,0.27
mellowdoubt,172,1,38.0,15.0,0.06,0.52,0.05,0.0,0.02,0.0,0.03,0.0,0.08,0.08,0.15
mellowdrama,153,5,80.0,24.0,0.12,0.14,0.1,0.0,0.02,0.0,0.04,0.01,0.01,0.16,0.4
melodicised,140,4,78.0,28.0,0.29,0.13,0.2,0.0,0.04,0.0,0.05,0.01,0.0,0.06,0.21
melodictom,135,4,75.0,28.0,0.0,0.13,0.21,0.26,0.01,0.0,0.01,0.0,0.04,0.02,0.32
melodymzlau,90,7,50.0,28.0,0.03,0.08,0.09,0.0,0.08,0.0,0.02,0.0,0.0,0.02,0.68
melondinnye,175,7,27.0,9.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.45
melons,190,7,120.0,41.0,0.07,0.27,0.07,0.0,0.02,0.0,0.04,0.01,0.03,0.07,0.42
melstark24,138,12,89.0,42.0,0.01,0.04,0.17,0.04,0.14,0.0,0.05,0.12,0.0,0.06,0.36
meltingsnail,175,1,68.0,32.0,0.0,0.11,0.03,0.09,0.0,0.0,0.0,0.0,0.17,0.05,0.55
melvmagoo,190,1,125.0,21.0,0.18,0.37,0.07,0.0,0.12,0.0,0.05,0.0,0.02,0.0,0.2
memekatie,125,6,22.0,12.0,0.0,0.18,0.22,0.34,0.0,0.0,0.0,0.01,0.0,0.0,0.25
menindrag,139,2,41.0,26.0,0.0,0.04,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.68
mentalblock99,148,3,24.0,16.0,0.0,0.37,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.53
mentalchi,136,1,7.0,6.0,0.0,0.29,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
mentufacturer,111,4,25.0,22.0,0.0,0.14,0.22,0.02,0.11,0.0,0.0,0.01,0.0,0.0,0.5
meowNikki,157,2,116.0,37.0,0.03,0.1,0.11,0.0,0.03,0.0,0.03,0.01,0.0,0.03,0.65
mephisdan,146,6,40.0,21.0,0.01,0.34,0.08,0.0,0.16,0.0,0.07,0.0,0.0,0.05,0.28
merethebear,137,2,109.0,33.0,0.06,0.28,0.17,0.0,0.02,0.0,0.08,0.0,0.01,0.09,0.28
merlin192,117,15,91.0,36.0,0.02,0.1,0.06,0.05,0.02,0.0,0.08,0.02,0.03,0.03,0.6
merqoise,87,1,17.0,10.0,0.1,0.53,0.05,0.0,0.0,0.0,0.03,0.0,0.06,0.01,0.22
merrymorgantown,116,2,19.0,11.0,0.11,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.62
merseybeatz,60,1,33.0,14.0,0.02,0.05,0.67,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.22
merseyboyred,187,2,163.0,34.0,0.04,0.29,0.32,0.01,0.02,0.0,0.01,0.03,0.04,0.01,0.24
merzitar,69,3,12.0,8.0,0.0,0.0,0.04,0.16,0.0,0.0,0.46,0.0,0.01,0.0,0.32
meskasiaurej,141,9,30.0,20.0,0.01,0.05,0.09,0.0,0.27,0.0,0.0,0.03,0.0,0.17,0.39
messageman3,124,3,103.0,31.0,0.02,0.27,0.2,0.03,0.03,0.0,0.05,0.02,0.02,0.04,0.3
messy-h,147,9,36.0,16.0,0.01,0.45,0.26,0.0,0.01,0.0,0.19,0.0,0.01,0.02,0.05
messylines,159,1,112.0,28.0,0.14,0.03,0.42,0.01,0.0,0.0,0.05,0.04,0.03,0.06,0.24
messyuk,134,3,35.0,17.0,0.01,0.03,0.1,0.01,0.07,0.0,0.0,0.07,0.0,0.0,0.72
metal-matt,139,12,21.0,10.0,0.0,0.41,0.21,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3
metal-mod,177,3,11.0,5.0,0.0,0.31,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metal-rich,167,1,20.0,15.0,0.11,0.04,0.29,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.25
metal666pwns,178,8,53.0,23.0,0.0,0.28,0.02,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.37
metalEduk,147,2,70.0,23.0,0.05,0.39,0.13,0.09,0.01,0.0,0.01,0.01,0.05,0.0,0.27
metalXcore,171,3,88.0,24.0,0.05,0.16,0.0,0.51,0.02,0.0,0.0,0.0,0.01,0.0,0.25
metal_leper,124,3,9.0,5.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metalbhoy,162,1,42.0,18.0,0.0,0.3,0.03,0.28,0.0,0.0,0.0,0.0,0.05,0.0,0.34
metalchick1979,167,3,134.0,44.0,0.0,0.31,0.28,0.05,0.02,0.0,0.01,0.02,0.04,0.01,0.27
metalcredge,149,3,35.0,10.0,0.0,0.68,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.21
metalfarmer09,176,9,76.0,18.0,0.0,0.43,0.0,0.53,0.0,0.0,0.0,0.0,0.02,0.0,0.02
metalfartz,145,2,29.0,10.0,0.0,0.39,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.17
metalfuckingmad,174,9,130.0,42.0,0.0,0.13,0.04,0.47,0.09,0.0,0.0,0.0,0.0,0.05,0.22
metalgarurum0n,156,4,83.0,37.0,0.01,0.12,0.12,0.07,0.1,0.0,0.01,0.01,0.01,0.01,0.55
metalhead717,118,8,29.0,14.0,0.0,0.27,0.02,0.48,0.0,0.0,0.0,0.01,0.0,0.0,0.22
metalingus88,194,4,79.0,15.0,0.0,0.76,0.02,0.16,0.0,0.0,0.0,0.0,0.03,0.0,0.04
